nume,predictii_pret
Nissan Patrol GR 3.0 TDI Luxury,15009.210004780325
Skoda Karoq 1.5 TSI DSG Style,20092.242500724296
Toyota Aygo X 1.0l CVT Exclusive,18071.200816714198
Volkswagen Passat 2.0 TDI (BlueMotion Technology) DSG Trendline,14013.264980028664
Ford Puma 1.0 EcoBoost Hybrid ST-LINE,17709.015533799447
Audi A5 1.8 TFSI Sportback,9209.755130000933
Mercedes-Benz C AMG 63 Coupe S AMG Speedshift 7G-MCT,62702.57891713464
Renault Trafic,26195.634634856462
Mercedes-Benz E,64010.00016850433
Volvo XC 90 T8 AWD Twin Engine Geartronic RDesign,43880.10264527384
Mercedes-Benz C,32903.447084254694
Maserati Ghibli,63838.46203651918
Renault Megane Estate 1.6 16V Expression,9069.480678269665
Ford Transit 350 2.0 TDCi L3 Furgon DCIV RWD Trend,16745.484160049473
Toyota Aygo,9071.640234460028
Skoda Octavia 1.6 TDI Style,11999.662777191434
Ford Focus,1985.268877447768
Ford Kuga,22958.657124876943
Volkswagen Golf,17567.39868620352
Mercedes-Benz Vito 116 CDI Tourer Extralang Aut. PRO,62264.627875942475
BMW Seria 3 320d xDrive AT M Sport,31742.998567501265
BMW X5 xDrive30d,22600.397216008252
Mercedes-Benz CLS 400 d 4Matic 9G-TRONIC AMG Line,46441.6938761516
BMW Seria 5 518d AT,20030.202097222944
Land Rover Range Rover Velar 2.0 P250 S,52454.54290191082
Opel Astra 1.4 Turbo ECOTEC 150 Edition,7262.59805410587
Audi A6 Avant 3.0 TDI Multitronic,11043.08746351803
Ford Edge 2.0 Panther A8 AWD Vignale,29234.569469371494
BMW Seria 5 520d,8180.303912589725
Audi SQ8,82494.16312148003
Renault Talisman Energy dCi EDC Intens,15338.343954463528
Volkswagen T-ROC 2.0 TDI 4Mot DSG Style,20777.26574487377
Skoda Octavia Combi 2.0 TDI DSG Style,34962.36837234126
Mercedes-Benz GLC 300 e 4Matic 9G-TRONIC Edition AMG Line,80417.0407014175
Audi A5,58104.772059181254
Nissan Qashqai 1.6 DCi Xtronic TEKNA+,16447.091748508075
Land Rover Range Rover Velar R-Dynamic 2.0 P400e PHEV HSE,127882.03544008128
Audi Q5,40097.956834790835
MG MG4,31403.960786015545
Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC AMG Line,21883.004452700283
Dacia Sandero 0.9 TCe Prestige,7949.689381487626
Mercedes-Benz GLA 200 4Matic 8G-DCT,39341.351420948835
Skoda Octavia,11613.467708521557
BMW Seria 7 740d xDrive MHEV,73033.3089861463
Jaguar F-Pace D200 AWD R-Dynamic Black,42248.26125423539
Mercedes-Benz E AMG 63 S 4Matic+ AMG Speedshift MCT-9G,170728.96414756542
BMW Seria 3 318d,3375.366694445167
Opel Grandland X 1.5 D Start/Stop Automatik Ultimate,17609.399704460397
Hyundai KONA 1.0 T-GDI 120 CP 7 DCT 2WD Highway,21202.28613485101
Hyundai IONIQ,24400.51003998415
Ford Kuga 2.5 Duratec FHEV AWD ST Line X,37042.2518665086
Ford Kuga,40343.20393060134
Fiat Grande Punto 1.9 Multijet Sport,3192.226341802519
"Kia Sportage 2,0 CRDI AWD Aut. Platinum",17312.6287427268
Audi A4 1.9 TDI Avant,4651.258557729745
Mercedes-Benz CLA 180 7G-DCT AMG Line,20219.822028810635
Mercedes-Benz G AMG 63 SW Long Aut.,256355.4920591136
Opel Astra 1.6 CDTI DPF ecoFLEX Start/Stop Selection,9696.558831650436
Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,27286.056210004095
Skoda RAPID 1.6 TDI Ambition,10153.647598382526
BMW Seria 1 118d,5919.6086222665
Mazda CX-5,22159.294773579917
"Nissan Qashqai 2.0 DCI Tekna ""All Mode 4x4""",9224.976005509718
Audi A6 Avant 2.7 TDI DPF quattro tiptronic,8705.777027280863
"Kia Sportage 2,0 CRDI AWD Aut. Spirit",17622.15354151306
Skoda Kodiaq 2.0 TDI 4X4 DSG Style,20924.901638389932
Mercedes-Benz A 180 d Aut.,25200.924061436555
Opel Insignia,16102.548604394993
Volkswagen Golf 1.6 TDI BMT Trendline,10282.098283024252
Volkswagen Golf 1.6 TDI BMT Comfortline,6351.058797373299
Citroën C5 Aircross 1.6 PHeV FWD 225 EAT8 Shine,37161.9580986428
Mercedes-Benz B,4419.554028310789
Volkswagen Passat 2.0 TDI (BlueMotion Technology) Comfortline,10294.012137402795
BMW X4 xDrive35d Aut. M Sport,35578.37386460977
Volkswagen Caddy 2.0 SDI (5-Si.),4417.354031059456
Mercedes-Benz CLE 200 4Matic Coupe 9G-TRONIC,66199.03110131419
Citroën C5,19617.221232004365
BMW Seria 5 520d Aut. Luxury Line,29077.45929367641
Opel Vivaro 2.0 CDTI L2H1 Design Edition,5089.3131842289185
Volkswagen T-ROC 1.6 TDI Design,13973.267430963959
Land Rover Range Rover Velar R-Dynamic 2.0 D200 MHEV S,51654.505341861055
Kia Ceed 1.5 T-GDI 6MT Best,24142.372343137245
Land Rover Range Rover Sport 3.0 I TDV6 HSE Dynamic,23509.776781153785
Hyundai Tucson 1.6 T-GDi Plug-in-Hybrid 4WD,33589.16332277534
Mercedes-Benz EQE 500 4MATIC,97967.91972992534
Volkswagen Golf 2.0 TSI GTI,5546.079138434704
Dacia Logan 1.5 Blue dCi Laureate,12310.02075116867
Volvo XC 40 D4 AWD Geartronic Momentum Pro,26319.63311482339
Audi A5 2.0 TFSI Sportback,10630.068197883318
Volkswagen Golf 2.0 FSI GTI,2119.8889303897913
Jeep Renegade 1.3 Turbo 4x2 DDCT6 Longitude,21957.105520726254
Audi A4 2.0 TDI S tronic Design,23596.01749709705
Mercedes-Benz E 220 d T 9G-TRONIC Avantgarde,21732.964481639814
Ford Raptor,81696.63578323903
Aixam Scouty R,14689.084693567609
Audi A4 1.8 TFSI,7203.926739229082
Ford Transit FT 300 M TDE,4559.578663473774
Renault Megane TCe 140 GPF Zen,23852.61603089338
Volvo XC 90 B5 MHEV AWD 7 locuri Ultimate Bright,65289.56944705343
Volvo XC 90 D5 AWD Geartronic Inscription,42363.64642962214
Mazda CX-5 CD175 4x4 AT Revolution,9780.91749321902
Renault Kadjar 1.2 TCe EDC Zen,14763.202605820039
Volkswagen ARTEON 2.0 TDI DSG R-Line,24159.75656818917
Nissan Qashqai,8927.094407003917
Dacia Logan 0.9 TCe Laureate,9264.405980618556
Ford Kuga 1.5 TDCi 2WD Powershift ST-Line,15851.258725570211
Mercedes-Benz GLC 300 e 4Matic 9G-TRONIC AMG Line,38995.91884143597
Ford Kuga,12590.831520735528
Volkswagen Touareg V6 TDI Elegance,66225.4452731082
BMW X1 sDrive16d,10120.475760112104
BMW X3,27545.450324991678
BMW Seria 3 318d,5207.90711986328
Volvo V60 D4 Momentum,13909.774578222368
Renault Kadjar Energy dCi 110 EDC Experience,12379.51462752795
Volvo XC 40,41544.9480389864
Volvo V90 D5 AWD PRO,19637.00036065072
Volkswagen Transporter Kombi T6 2.0 TDI 75 kW LR,11588.133929276359
Mercedes-Benz E 200 T CDI DPF BlueEFFICIENCY 7G-TRONIC Avantgarde,7407.834202778511
Land Rover Discovery Sport 2.0 D200 R-Dynamic MHEV HSE,72164.50540300671
BMW X3 xDrive20d AT Luxury Line,25892.006631437962
Suzuki SX4,15088.051865926947
BMW X1 xDrive18d Aut.,10246.479683628808
Volvo XC 90 T8 AWD Twin Engine Geartronic Inscription,75617.5315931449
Volvo S40 1.6D DPF DRIVe,5101.832471298083
Ford Ranger Pick-Up 2.0 EcoBlue 213 CP 4x4 Cabina Dubla Wildtrack Aut.,30828.90096788255
Toyota Avensis 2.2 D-4D Business,3454.0307935031383
Skoda Octavia Combi 1.0 TSI Ambition,8761.942939953056
Volkswagen Tiguan Allspace 2.0 TDI SCR 4Motion DSG Highline,27937.070504641277
Renault ZOE EV 50 R135 INTENS,18022.551006183097
Volkswagen Golf Variant 2.0 TDI BlueMotion Technology Lounge,9700.595576796659
Audi Q3 2.0 TDI S tronic,28112.16169235648
Mercedes-Benz Sprinter 517 CDI Platforma CD L3 170 CP RWD 6MT,59550.61581337177
Audi Q8 3.0 55 TFSI quattro Tiptronic,84120.29939616907
Ford Kuga,31431.736734593145
Volvo V60,19854.112385788976
BMW Seria 7 740Li,33649.647535365824
Volkswagen Golf 1.0 TSI Life,16440.996355144358
Skoda Karoq 1.5 TSI DSG Ambition,19204.108991677902
Audi A6 Avant 2.0 TDI ultra S tronic,18400.91051797899
Peugeot 407 SW HDi 135 Automatik Tendance,2908.126826613473
Citroën C5 Aircross BlueHDI 130 S&S EAT8 MAX,16626.354654388793
Volvo XC 60 T8 Twin Engine AWD Geartronic Momentum,35273.247477695106
Volkswagen Tiguan 2.0 TDI Trend & Fun,10040.767067046367
Fiat Doblo 1.6 Mjet Combi Maxi Confort,11505.30346724977
Audi Q3 2.0 TDI,12076.672293586658
Audi Q7,57602.651121812916
Audi A4 2.0 TDI,17915.45829551758
Seat Leon 1.6 Stylance,4350.385177833081
Volkswagen Golf Variant 2.0 TDI SCR DSG Life,21513.09909386507
Renault Clio,7850.606340595872
Peugeot 308 SW BlueHDi 130 EAT6 Stop & Start Allure,11738.66337183058
Suzuki SX4 2.0 DDiS 4x2 Style,8830.625368975407
Skoda Karoq 2.0 TDI 4X4 DSG Style,21670.76059795181
Toyota RAV4 2.2 D-CAT 4x4 Executive,6369.895405212619
BMW M2 M240i xDrive AT,29482.96935607866
Toyota BZ4X 160 KW AWD (4x4) Luxury,43288.84891620593
Hyundai Tucson 1.6 T-GDi HEV 2WD N Line,34378.89491150877
Renault Koleos 2.0 dCi FAP 4x4 Dynamique,5288.129700042397
Audi A4 Avant 2.0 40 TDI S tronic S Line,23487.319163964752
Kia Ceed 1.4 CVVT Attract,4244.880482224137
Dacia Logan ECO-G 100 Essential,11798.11728827693
Mitsubishi Outlander 2.2 DI-D 4WD TC-SST Instyle A60,11173.61907373904
Audi Q3 1.5 35 TFSI S tronic Advanced,46542.77844796874
Volvo V60,45341.21086736232
Renault Kadjar,11337.218619196712
Volvo XC 40 D3 AWD Inscription,24135.42069056226
Ford Ranger Pick-Up 3.2 TDCi 4x4 Cabina Dubla WILDTRACK Aut.,28596.406541905355
Mercedes-Benz C 200 d Aut.,7104.698658422704
Porsche Panamera Diesel,29842.052630493235
Ford Focus,10193.113103029662
Nissan Qashqai 1.2 DIG-T Start/Stop X-TRONIC N-Connecta,13522.935702615614
Audi Q5,22035.191724424178
Renault Clio,10774.409594083061
Renault Talisman,15217.393644862344
Ford Fiesta 1.5 TDCi Trend,9111.295940423308
Volvo XC 90,28792.63049030564
Renault Clio ENERGY dCi 90 Start & Stop 83g Eco-Drive,8100.530508459436
Dodge Challenger,145699.3081546466
Volvo XC 60 D4 Geartronic Momentum,22410.893965025938
Volkswagen Passat Variant 2.0 TDI (BlueMotion Technology) Highline,11157.006997476796
Peugeot 508 2.0 BlueHDI STT Aut. Allure,24085.487654562115
Dacia Duster dCi 110 FAP 4x2 Prestige,8354.654430942883
Lexus Seria NX 350h AWD 2.5 TNGA HV 25H CVT Luxury,57336.63272015761
Seat Leon 1.6 TDI DPF Ecomotive Sport,5574.844814900636
Opel Zafira 1.9 CDTI Cosmo,3077.00626693429
Audi A4,10057.542290119633
Mercedes-Benz GLE Coupe 350 d 4MATIC,43906.37501616716
Audi A6 Avant 2.0 TDI Ultra S tronic,18963.864302957092
Land Rover Range Rover Evoque 2.0 D180 R-Dynamic,24637.73088641729
Ford Mustang Mach-E,48029.04116556602
Mazda 3 FASTBACK e-SKYACTIV-X 186 M HYBRID EXCLUSIVE-LINE,25795.453987288973
Skoda Superb 2.0 TDI 4X4 DSG Laurin & Klement,25245.71306857247
Volvo V40 D2 DRIVe Kinetic,12916.249105565621
Dacia Logan MCV 0.9 TCe SL Prestige PLUS,9470.438164018118
Renault Clio,15208.577466851924
Audi Q7 3.0 TDI Quattro Tiptronic,39734.16330673899
Kia Ceed,3807.0024249394955
Opel Astra,10647.750127040628
Volkswagen Caravelle,20273.19125998056
Nissan Qashqai+2,8264.941004205273
Dacia Dokker 1.5 Blue dCi Stepway,9406.381837510537
Jaguar XF 20d AWD R-Sport,13844.97343916781
Mercedes-Benz CLA,42243.660945686184
Opel Corsa,2256.677733109314
Skoda Octavia Combi Diesel 1.6 TDI DSG Style,12216.438856267398
Volkswagen ARTEON 2.0 TDI DSG Elegance,15267.740460563336
Volkswagen Tiguan 1.5 TSI ACT OPF DSG Highline,21528.38654824959
Renault Megane Estate 1.5 dCI EDC Intens,12643.801036765295
Seat Ateca 2.0 TDI Xcellence,17239.53765719513
BMW Seria 3 320d Touring,3530.4245469862863
BMW X5 xDrive40d AT MHEV,102074.9914630252
Ford Edge,19648.2862260809
Audi A6 Avant 2.0 TDI ultra S tronic,19515.149562936134
Kia Niro EV Comfort,40100.097649730866
BMW X5 xDrive30d,51079.049842674016
Volkswagen Touareg 3.0 V6 TDI BMT,14529.693298378505
Volkswagen Golf Plus 1.6 FSI Comfortline,3680.8537589383136
Mitsubishi Colt CZ3 1.1 SAM,3006.2822794925146
Volvo XC 60 B4 D AWD Geartronic RDesign,34121.06484969961
Land Rover Defender,42919.507681404706
BMW Seria 1 118d DPF,7638.12237093642
Toyota RAV4 2.5 4x4 Hybrid Black Edition,30745.27568527521
Kia Ceed,2885.01883602269
Toyota RAV4,13064.332360128008
Renault Talisman TCe 225 EDC GPF INITIALE PARIS,22029.953211126634
Audi A4,35212.556503082575
Ford Galaxy 2.0 TDCi Titanium,5382.8737418824285
Ford Kuga 1.5 EcoBlue A8 FWD Titanium,15303.070304236391
Mercedes-Benz GLK 220 CDI 4M BlueEfficiency Aut.,11365.564625362078
Lexus Seria RX 450h AWD Executive Sport Edition,45236.477113479115
Honda Civic 1.6 i-DTEC 6MT Comfort,12263.127117711145
BMW X6 xDrive40d,30286.748286154663
Audi A4 Allroad 3.0 TDI Quattro S tronic,28917.130771672833
Volkswagen Passat Variant 1.4 TSI EcoFuel Comfortline,6063.008023599258
Volkswagen Amarok,25666.98995006012
Jeep Wrangler,29570.946735050868
Mini Cooper Cabrio One,3501.678467614833
Dacia Sandero 0.9 TCe SL PLUS,7343.320024677329
Land Rover Range Rover Sport 3.0 SDV6 HSE,14700.019778332986
BMW X3 xDrive20i Aut. Luxury Line,24632.49219063765
Volvo S90 D5 AWD Inscription,36882.97414142976
Mercedes-Benz A 180 d 7G-DCT,24740.880310802746
Peugeot 207 1.4E 16V Sport,2555.7543482388405
Kia Sportage 1.6 T-GDI MHEV 6MT 4x2 Business Line,21490.429790853035
Nissan Qashqai 1.6 DCI Start/Stop 4X4-i Acenta,11703.291099046899
Hyundai i10 1.2 Automatik Classic,5712.058766258101
Toyota C-HR 2.0 HSD 184 CP 4x2 CVT C-ult Style bi-tone,35043.93857222772
Volvo XC 40,29412.86284498935
Ford Focus 1.6 TDCi DPF Titanium,7218.097094425248
Tesla Model S 90D Allradantrieb Performance,39175.00928267849
Volkswagen Tiguan 2.0 TDI SCR (BlueMotion Technology) DSG Highline,19543.429563472924
Mercedes-Benz GLC 220 d 4Matic 9G-TRONIC AMG Line,38774.979423751036
Dacia Logan 1.5 DCI Laureate,3712.509441065814
Ford Transit,36294.6693720047
Kia Stinger 3.3 T-GDI 8AT AWD GT,65572.68030226386
Skoda RAPID 1.0 TSI Ambition,8707.195393071252
Fiat Panda 1.2 Active,3761.094583470271
Volkswagen Passat CC 2.0 TDI DSG,7981.513584198003
Dacia Logan,8082.4587395009075
Skoda Yeti 2.0 TDI Monte Carlo,10610.666394846841
Ford Ranger Pick-Up 3.2 TDCi 4x4 Cabina Dubla LIMITED Aut.,28424.639205792435
Toyota Corolla 1.8 HSD Dynamic,21910.95685921624
Ford Transit Custom,15627.371819638163
Toyota RAV4 2.5 Hybrid VVT-iE 4x4 Exclusive Bi-Tone,28646.94210001563
Volkswagen Tiguan 2.0 TDI DPF DSG Comfortline,21285.20998416184
BMW X3 xDrive20i Aut. Luxury Line,12780.451900988335
Ford Fiesta 1.5 TDCi Trend,9078.09441701991
Nissan Juke 1.2 DIG-T Tekna,10328.115575233986
Mazda 3 1.6 Sport Active Plus,4576.561544858082
Volvo XC 60 T8 AWD Recharge Geartronic Inscription,36296.57714118361
Hyundai i20,11666.555971953483
Audi Q5 2.0 TDI quattro S tronic,24507.059106073917
Mercedes-Benz GLA 200 d 4MATIC Aut.,25882.736672189032
Audi A4,14146.983765720333
BMW Seria 3 320d xDrive Aut. M Sport,33680.04064279139
Skoda Octavia Combi 2.0 TDI DSG RS,15083.901977692309
Hyundai Elantra 1.6 CRDI Exclusive,11450.7323129641
Dacia Duster 1.5 dCi 4WD Comfort,14604.724650559026
Dacia Duster 1.5 Blue dCi 4WD Comfort,13890.486968914181
Jeep Cherokee,6009.838699352387
Ford Focus Turnier 1.6 TDCi ECOnetic 88g Start-Stopp-Sy Trend,4693.723754692892
Mini Countryman Cooper D All4 Aut.,7053.170699823235
BMW X1 sDrive18d Aut. xLine,13939.253138753527
Mercedes-Benz A 180 d 7G-DCT Progressive,18898.905848417522
Skoda Superb 2.0 TDI DSG Ambition,23934.46473363603
BMW Seria 3 320i AT,28192.795130910963
Peugeot 308,9728.502915776744
Volkswagen Tiguan 2.0 TDI DPF 4Motion Track&Field,7362.968689916981
Volkswagen Passat Variant 2.0 TDI BlueMotion Technology DSG Comfortline,8943.19092275405
Mercedes-Benz C,20571.21360263934
Audi Q5 3.0 TDI Quattro Stronic,17647.83574024675
Ford Focus 1.0 EcoBoost Trend Edition,13199.01776410255
Audi Q8 50 TDI quattro tiptronic,53337.268195720186
Toyota Aygo,10401.823464933104
Dacia Lodgy dCi 110 Laureate,7847.513448769527
Volkswagen Tiguan 2.0 TDI 4Motion Trend & Fun,14672.052192433219
BMW Seria 5 520d Touring Aut.,15283.49103549028
Renault Wind,4381.408570899387
Opel Astra 1.6 D Start/Stop Sports Tourer Innovation,10018.333879867008
Ford Mustang 2.3 Eco Boost,29736.40746786598
Volkswagen Tiguan,25822.844812241266
Dacia Duster TCe 130 2WD GPF Celebration,15992.934535256285
Volvo XC 40 Recharge T5 Twin Engine AT7 R-Design,39223.45232037239
Mercedes-Benz CLA 220 d SB Aut.,35410.141564228936
Porsche Macan 3.0 PDK S,46378.828301022695
Volkswagen Golf,3215.4808295180305
Volkswagen Passat Variant 1.4 TSI DSG Comfortline,5791.139151443624
Mercedes-Benz GLE 300 d 4Matic 9G-TRONIC AMG Line,53380.026113874315
Toyota FJ,59703.580431403454
Audi Q5,13697.649975696066
Opel Insignia 2.0 CDTI,4375.133515184507
Volvo S60 2.4,3167.7203369780113
Opel Insignia Grand Sport 1.6 CDTI ecoTEC Start/Stop,12304.354588828697
Mercedes-Benz Vito,6607.918092947687
Volkswagen up! e-up!,11450.300404913993
Peugeot 308 1.6 HDI FAP Access,5043.536996253202
Dacia Logan 1.0 SCe Acces,8143.083275981237
Toyota Corolla 1.8 HSD Exclusive interior Negru,18746.348175139552
Audi A3 2.0 TDI Ambiente,7383.8701300081575
Mercedes-Benz Vito,35789.23000681799
Mercedes-Benz T 180 d Automatik Progressive,38959.20522920165
Seat Leon,11645.233945055132
Volkswagen Passat CC 2.0 TDI 4Motion BlueMotion Technology DSG,15033.510480262732
Mercedes-Benz Vito 114 CDI (BlueTEC) Tourer Lang PRO,29506.556387904096
Skoda Octavia,20466.39866362028
Volkswagen Golf 2.0 FSI Comfortline,2671.88600787435
Chevrolet Kalos,1776.2026565263375
Mercedes-Benz ML 250 BlueTec 4MATIC Aut,16428.00742529662
Volkswagen Tiguan 2.0 TDI Trend & Fun,11003.133512836537
Fiat 500 500e Icon Cabrio,17600.609520518854
Dacia Duster 1.5 dCi EDC Comfort,13706.13794935256
Skoda Superb,7476.107854902366
Volkswagen Golf,4417.6457040881
Volkswagen Passat 2.0 Blue TDI SCR Comfortline,7624.934231772816
BMW i7 xDrive60,60375.152016111395
Volkswagen Caddy 2.0 TDI Maxi,14495.81962009935
Volkswagen Passat 2.0 TDI SCR DSG Highline,16177.978909283445
BMW X1 xDrive20d,10274.068785644318
BMW Seria 7 730d,54747.155346196574
Seat Leon,9948.111885261933
Mazda CX-5 SKYACTIV-D 175 Drive AWD Sports-Line,18137.654848205446
BMW X5 xDrive40d Sport-Aut.,25121.57296342786
Volkswagen Tiguan 2.0 TDI DPF 4Motion BlueMotion Technology Cup Track & Style,11981.917241853804
Audi Q8 3.0 55 TFSI quattro Tiptronic,88486.85833005022
Toyota Proace Verso Electric 100KW/136 CP 75KWH L2H1 VIP,46652.69858373435
Ford Focus 1.6 TDCI 90 CP Trend,3112.566900055207
BMW X1 sDrive18d Sport Line,14193.906327837023
Mercedes-Benz C 300 4-Matic,10716.745871204988
Audi A3 2.0 35 TDI S tronic Sport,28330.14709276948
Mercedes-Benz E 200 9G-TRONIC,26394.838852506866
Audi A6 Avant 3.0 TDI quattro S tronic,17419.713478770467
Toyota C-HR 1.8 HSD 122 CP 4x2 CVT Cult,30185.472673870234
Kia Sportage 2.0 CRDI 4WD Automatik Spirit,9130.83389803846
Skoda Yeti 1.4 Outdoor TSI Style 4x2,9508.691244639322
Nissan Juke,7595.4527287354085
Hyundai Santa Fe 2.2 CRDi 4WD Luxury+,11060.047805767426
Mercedes-Benz CLS 450 4MATIC Aut,64785.713958519846
Volvo V60 D4 Geartronic Momentum,7407.879547865694
Ford EcoSport 1.0 Ecoboost Aut. Trend,16128.33692345084
Ford Fiesta 1.5 TDCi DPF Trend,6935.502618088101
BMW Seria 1 120d AT,34980.17377153287
Audi A3 1.6 Ambiente,3736.647669731084
Toyota Yaris,5098.0667824947595
Skoda Octavia 2.0 TDI DSG Style,18172.38628319165
BMW M4 Cabrio DKG,50650.399019495155
BMW Seria 5 520d Efficient Dynamics Edition Aut. Sport Line,22354.081223336736
"Renault Master 2.3 dCi 130 Furgon Cabina Dubla L3H2 3,5t 6+1 8,83 m3",11066.244748714606
Renault Clio V 1.0 TCe Zen,11291.114049953698
Mercedes-Benz GLE 450 d 4MATIC,114888.97817102043
Mercedes-Benz E 220 d 9G-TRONIC AMG Line,25127.98371875874
Kia Sportage 1.6 T-GDI HEV 6AT 4x2,42503.656614300526
Aixam City,16423.469401539696
BMW Seria 1 118d,5886.941578376678
Jeep Wrangler,45949.66119677357
Toyota Corolla,16854.517343128744
Renault Megane,2609.965146882408
Audi Q5 45 TFSI Sportback quattro S tronic S line,60634.044263034666
Audi A1 25 TFSI Sportback advanced,33043.62632533943
Nissan Qashqai,7026.577225518113
Skoda Octavia,8680.505631532205
BMW X5 xDrive40d AT MHEV,104443.83688819503
BMW X1 xDrive25d Aut.,14659.1264100737
Dacia Logan,13643.5112031251
Mercedes-Benz GLE,46535.45003867817
Mercedes-Benz C 300 d MHEV T-Modell Aut.,81947.82864341355
Dacia Duster Blue dCi 115 4WD Sondermodell Extreme,20523.290915010843
Skoda Octavia Combi Diesel 1.6 TDI DSG Style,13448.813973942542
Fiat 500L,8130.164928455137
Seat Leon 1.4 TSI Start&Stop FR,10528.288997268979
Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,22992.206551539133
Mercedes-Benz A 180 d 7G-DCT Progressive,20735.041752904664
Ford Mondeo 1.5 TDCi Trend,10118.653358535123
Nissan Qashqai 2.0 DCI All Mode 4x4 Aut Tekna Plus,6109.1112785329515
BMW X5 xDrive45e,52746.93654680768
Abarth 500,15041.65981017982
Renault ZOE,18554.275365800964
Volkswagen Caddy 1.4 TSI (5-Si.) Maxi,12471.666728160657
Dacia Logan 1.0 SCe Laureate,8741.334079112114
Peugeot 308 SW 1.6 BlueHDi FAP STT Active Aut.,11940.172092524608
Peugeot 2008 1.5 BlueHDI FAP Active,14898.92627916052
Mitsubishi Colt,34145.83153070552
Mercedes-Benz V 250 (BlueTEC) d lang 4Matic 7G-TRONIC Avantgarde,33220.40433377996
BMW X5 M M50d,67777.22003547612
BMW Seria 1 116d,6496.643957953705
Volkswagen Passat Variant 2.0 TDI DSG (BlueMotion Technology) Comfortline,15878.400346828335
Audi Q7 3.0 TDI Quattro Tiptronic,38120.13730915375
Volkswagen Passat,18284.786139205073
Renault ZOE,18121.334084632454
Audi e-tron quattro S,74345.65157670331
Ford Focus 1.6 TDCi DPF Titanium,6015.863382748651
Mercedes-Benz E,24934.108708849635
Volkswagen Golf Variant 1.6 TDI BlueMotion Technology DSG Lounge,9326.304337488265
Mercedes-Benz GLC Coupe 300 e 4MATIC,84979.80322245955
BMW X5 xDrive35d,15650.127840476503
Mazda 6 2.2 Kombi SKYACTIV-D Aut. Sports-Line,11355.274334091755
Volkswagen up! 1.0 BMT MPI Move,8841.423000996796
Ford Fiesta 1.0 EcoBoost Titanium,7902.0634545183175
Volkswagen Beetle The 1.2 TSI DSG,8771.478331993567
Subaru Forester 2.0D Platinum,11552.10424205508
Skoda RAPID,10364.793670896
